,Emp_ID,Age,Gender,City,Education_Level,Salary,Joining Designation,Designation,With_US,Quarterly Rating,Total Business Value,Last_Rating,Year_of_join,Month_of_join,Day_of_join,Attrition
33410,2505,42,1,3,0,47809,1,1,24,3.125,998331.6666666666,3,2015,8,18,0.0
46764,385,35,0,22,1,13925,1,1,1,1.0,0.0,1,2015,11,27,1.0
7331,565,37,1,20,0,56543,3,3,16,2.3125,537165.0,3,2016,9,23,0.0
42838,1204,28,1,6,1,49539,1,1,1,1.0,0.0,1,2016,12,16,1.0
64203,2016,29,1,14,0,26212,1,1,1,1.0,0.0,1,2015,7,19,1.0
63138,2365,35,0,20,0,48589,1,1,1,1.0,0.0,1,2016,7,15,1.0
10265,785,31,1,18,0,54209,2,2,6,2.5,405250.0,2,2017,7,17,0.0
49799,780,31,0,16,0,62110,2,2,1,1.0,0.0,1,2015,10,14,1.0
5272,414,33,0,17,1,97153,2,3,20,1.85,536624.0,2,2015,1,21,0.0
21236,1623,35,1,24,2,94437,1,3,24,2.25,596412.0833333334,2,2012,8,2,0.0
57531,2057,33,0,14,0,80233,2,2,1,1.0,0.0,1,2015,6,6,1.0
51816,349,31,1,22,0,21167,1,1,1,1.0,0.0,1,2015,9,22,1.0
71796,1670,32,0,20,1,38959,2,2,1,1.0,0.0,1,2015,9,13,1.0
65333,1337,28,0,4,1,35844,1,1,1,1.0,0.0,1,2015,5,18,1.0
63939,688,29,1,4,0,45029,1,1,1,1.0,0.0,1,2015,7,5,1.0
71926,374,47,0,7,1,59233,1,1,1,1.0,0.0,1,2015,10,20,1.0
34482,2561,43,0,16,2,81854,1,3,24,3.25,1144788.75,4,2012,5,24,0.0
17701,1320,36,1,14,2,67498,2,2,6,1.0,210800.0,1,2017,1,2,0.0
19534,1476,33,1,5,0,39422,2,2,4,1.0,37590.0,1,2017,6,13,0.0
47463,633,43,1,9,1,58961,2,2,1,1.0,0.0,1,2015,10,8,1.0
22949,1738,28,1,18,0,53928,1,1,15,2.8,554712.0,1,2013,4,17,0.0
51289,1339,38,0,15,0,57329,2,2,1,1.0,0.0,1,2015,11,11,1.0
48515,1991,31,0,11,2,51185,2,2,1,1.0,0.0,1,2015,7,29,1.0
51968,2505,35,0,10,2,22722,1,1,1,1.0,0.0,1,2015,9,15,1.0
54743,2141,29,0,20,1,51888,1,1,1,1.0,0.0,1,2015,9,25,1.0
34250,2552,33,0,16,0,45414,1,1,24,2.5,464830.8333333333,4,2015,12,4,0.0
45346,1936,37,0,8,1,71823,2,2,1,1.0,0.0,1,2015,11,13,1.0
10208,778,31,1,28,0,38990,2,2,14,1.0,137395.0,1,2016,6,13,0.0
44909,2422,33,0,6,1,40278,2,2,1,1.0,0.0,1,2015,11,28,1.0
58058,1585,28,0,11,0,17120,1,1,1,1.0,0.0,1,2015,8,17,1.0
55580,1622,29,0,15,1,39731,2,2,1,1.0,0.0,1,2015,12,13,1.0
9085,700,29,0,1,0,31052,1,1,9,2.0,356446.6666666667,2,2014,12,26,0.0
8753,664,33,1,10,2,40041,1,1,1,2.0,186080.0,2,2017,12,11,0.0
12873,990,43,0,8,0,119806,1,4,24,2.375,1281477.5,2,2012,12,6,0.0
55333,1385,26,0,12,1,44576,1,1,1,1.0,0.0,1,2015,7,13,1.0
54280,2411,35,0,22,0,16308,1,1,1,1.0,0.0,1,2015,5,12,1.0
44301,944,32,1,15,1,66582,1,1,1,1.0,0.0,1,2015,6,16,1.0
4369,357,35,1,11,1,127616,4,4,10,2.1,1319153.0,2,2017,3,8,0.0
66557,1678,33,0,18,0,83958,2,3,1,1.0,0.0,1,2014,10,8,1.0
54688,688,37,1,23,1,68818,1,1,1,1.0,0.0,1,2015,9,21,1.0
59994,1700,35,0,7,2,22903,1,1,1,1.0,0.0,1,2015,8,10,1.0
48566,2120,28,1,14,2,51842,2,2,1,1.0,0.0,1,2016,9,16,1.0
50740,296,26,1,7,1,33915,1,1,1,1.0,0.0,1,2015,8,10,1.0
46880,660,29,1,17,1,20680,1,1,1,1.0,0.0,1,2015,9,22,1.0
53694,1672,29,0,19,0,61704,1,4,1,1.0,0.0,1,2010,8,25,1.0
73186,666,37,1,12,0,34951,1,1,1,1.0,0.0,1,2015,9,25,1.0
13266,1031,45,1,26,0,68434,2,3,24,3.0,1030992.5,2,2011,11,7,0.0
9742,744,27,1,12,2,43322,1,1,8,1.75,190067.5,1,2015,1,21,0.0
51421,762,38,0,19,1,13935,1,1,1,1.0,0.0,1,2015,9,25,1.0
74458,1733,29,0,8,1,44511,1,1,1,1.0,0.0,1,2015,9,6,1.0
35982,2660,28,1,4,2,48747,1,3,24,2.75,924310.4166666666,2,2010,9,15,0.0
57916,2487,30,1,22,0,26579,1,1,1,1.0,0.0,1,2015,9,7,1.0
29241,2204,29,0,23,2,61879,1,1,18,2.3333333333333335,404775.55555555556,2,2015,1,13,0.0
69284,1238,28,1,6,1,49543,1,1,1,1.0,0.0,1,2016,12,16,1.0
3761,308,31,1,24,2,188418,2,5,24,2.625,2417687.0833333335,2,2011,8,15,0.0
41653,729,30,1,6,2,26153,1,1,1,1.0,0.0,1,2015,10,8,1.0
8696,662,35,1,21,0,76548,1,2,24,2.75,671610.8333333334,3,2013,10,17,0.0
2928,226,36,0,9,0,55528,2,2,7,1.0,167471.42857142858,1,2016,11,9,0.0
14789,1123,43,0,12,0,55112,1,2,13,2.8461538461538463,668000.0,1,2013,4,30,0.0
52858,1503,29,0,15,1,57123,1,1,1,1.0,0.0,1,2016,3,13,1.0
54720,2087,40,1,11,2,103508,3,3,1,1.0,0.0,1,2015,8,22,1.0
13707,1050,32,0,20,0,35462,1,2,24,2.7083333333333335,620817.0833333334,3,2015,1,7,0.0
2470,185,29,1,0,1,82120,1,3,8,1.375,302071.25,1,2013,11,30,0.0
75075,1631,31,0,17,1,61106,1,4,1,1.0,0.0,1,2010,9,24,1.0
63086,1422,39,1,19,0,20536,1,1,1,1.0,0.0,1,2015,7,10,1.0
52995,983,24,0,9,0,27469,1,1,1,1.0,0.0,1,2015,8,5,1.0
30578,2289,46,0,11,1,51339,1,2,24,2.0,483824.5833333333,2,2015,1,12,0.0
40300,1122,26,0,8,0,27845,1,1,1,1.0,0.0,1,2015,7,6,1.0
3199,261,42,0,12,2,90988,3,3,16,1.9375,494548.125,1,2015,7,27,0.0
41296,1717,27,0,16,0,27230,1,1,1,1.0,0.0,1,2015,8,4,1.0
34797,2574,23,1,27,1,42059,1,1,3,1.0,0.0,1,2016,1,18,0.0
59327,1187,31,1,12,1,66194,1,1,1,1.0,0.0,1,2015,6,16,1.0
69024,1467,30,0,9,0,44064,2,2,1,1.0,0.0,1,2015,10,17,1.0
73320,2572,23,1,27,1,26764,1,1,1,1.0,0.0,1,2015,11,3,1.0
52521,944,25,0,22,1,20394,1,1,1,1.0,0.0,1,2016,7,29,1.0
39723,759,37,1,17,0,34879,1,1,1,1.0,0.0,1,2015,8,28,1.0
42632,861,36,1,25,0,33194,1,1,1,1.0,0.0,1,2015,2,9,1.0
24999,1877,39,0,18,1,116992,1,4,18,3.3333333333333335,2918120.0,1,2016,4,29,0.0
33237,2495,31,0,22,1,25228,1,1,16,1.9375,283907.5,1,2015,11,12,0.0
75229,848,36,1,25,0,45541,1,1,1,1.0,0.0,1,2015,12,11,1.0
34809,2576,28,1,17,0,80907,2,2,24,2.75,720281.25,2,2012,8,20,0.0
37643,2768,30,0,0,2,80138,1,2,6,1.5,427655.0,1,2013,5,6,0.0
24209,1840,31,0,25,0,34712,1,2,24,2.8333333333333335,876227.9166666666,4,2014,11,21,0.0
12251,943,53,1,14,1,24923,1,1,24,3.375,967952.5,4,2015,9,29,0.0
8040,604,45,0,18,0,65856,1,2,24,3.125,786370.4166666666,4,2013,5,27,0.0
64232,531,39,0,20,1,58039,1,1,1,1.0,0.0,1,2015,8,15,1.0
35434,2617,37,0,17,1,104128,2,4,24,1.75,963102.0833333334,2,2012,1,16,0.0
58583,2741,37,0,4,1,50061,1,1,1,1.0,0.0,1,2015,11,16,1.0
14536,1106,37,1,13,0,49193,1,2,24,2.75,713866.6666666666,3,2013,1,29,0.0
62831,1792,23,0,13,1,47055,1,1,1,1.0,0.0,1,2015,8,30,1.0
67464,1556,40,0,19,0,20762,1,1,1,1.0,0.0,1,2015,7,10,1.0
72691,1073,26,0,13,1,74405,2,2,1,1.0,0.0,1,2015,10,22,1.0
74939,1260,35,1,8,1,55726,2,2,1,1.0,0.0,1,2015,5,4,1.0
26562,2014,31,0,27,2,60967,2,2,11,2.5454545454545454,486564.54545454547,2,2017,2,7,0.0
33754,2533,31,1,24,1,45993,1,1,16,2.3125,465162.5,3,2016,9,6,0.0
20411,1556,31,0,18,1,21762,1,1,4,1.0,0.0,1,2017,6,8,0.0
9192,704,27,1,27,0,62931,1,2,24,2.375,551418.75,3,2015,5,25,0.0
33838,2541,30,0,19,1,68356,1,4,24,2.25,1445995.0,2,2013,4,27,0.0
64459,2399,34,0,11,2,22724,1,1,1,1.0,0.0,1,2015,9,15,1.0
36514,2693,24,1,26,1,58571,1,1,13,1.6923076923076923,169582.3076923077,1,2015,5,4,0.0
52217,2199,33,0,10,1,57441,1,1,1,1.0,0.0,1,2015,5,15,1.0
55799,2319,34,1,9,1,41780,1,1,1,1.0,0.0,1,2015,9,8,1.0
67865,852,44,0,5,1,60223,1,2,1,1.0,0.0,1,2013,9,24,1.0
26490,2008,35,0,19,1,30840,1,2,24,3.5,1117675.4166666667,4,2014,12,26,0.0
67978,1804,36,1,27,1,51921,1,1,1,1.0,0.0,1,2015,6,27,1.0
31203,2361,34,0,22,1,29642,1,1,5,1.0,0.0,1,2016,11,9,0.0
51636,1773,33,0,7,2,102666,2,2,1,1.0,0.0,1,2016,6,22,1.0
18451,1374,34,1,24,0,88121,1,2,24,3.25,970738.3333333334,1,2015,6,9,0.0
50819,1934,26,1,25,2,52514,2,2,1,1.0,0.0,1,2016,8,28,1.0
40028,1141,28,0,11,1,12648,1,1,1,1.0,0.0,1,2015,7,14,1.0
62807,1329,33,0,8,0,34476,1,1,1,1.0,0.0,1,2015,6,10,1.0
30682,2299,42,0,24,1,129924,1,4,24,1.875,958082.0833333334,2,2012,11,19,0.0
67754,410,35,0,21,0,67017,1,1,1,1.0,0.0,1,2015,7,16,1.0
18148,1361,40,1,8,2,26796,1,1,5,1.0,113240.0,1,2015,11,21,0.0
39156,2456,33,0,4,1,50804,1,1,1,1.0,0.0,1,2015,10,10,1.0
36650,2712,30,0,26,1,100722,4,4,6,1.0,65083.333333333336,1,2016,8,29,0.0
61665,2134,30,0,11,1,76607,2,2,1,1.0,0.0,1,2015,6,18,1.0
26669,2027,34,0,27,0,130245,1,4,24,2.375,1509967.0833333333,2,2012,10,8,0.0
50076,2495,36,0,8,1,22749,1,1,1,1.0,0.0,1,2015,9,15,1.0
11901,909,48,1,10,0,58807,2,2,3,1.0,246733.33333333334,1,2015,7,11,0.0
17634,1316,34,0,20,0,68885,2,2,24,3.625,1576414.5833333333,3,2015,10,23,0.0
24130,1835,28,1,0,2,42507,1,2,7,1.4285714285714286,219097.14285714287,1,2015,5,7,0.0
65863,1041,32,1,11,1,98739,2,2,1,1.0,0.0,1,2015,8,13,1.0
2887,219,35,1,24,1,51657,2,2,11,1.2727272727272727,255031.81818181818,1,2015,5,11,0.0
32841,2478,26,0,11,2,68294,1,1,14,2.2857142857142856,323691.4285714286,1,2015,6,11,0.0
49244,1953,34,0,13,1,57848,1,1,1,1.0,0.0,1,2015,5,14,1.0
26121,1977,35,0,27,1,26145,1,1,16,2.3125,451741.875,2,2016,9,17,0.0
54230,2720,38,0,6,1,49882,1,1,1,1.0,0.0,1,2015,11,16,1.0
6544,507,39,1,25,0,29231,1,2,15,2.6,477690.6666666667,2,2012,11,22,0.0
10252,783,49,1,22,2,76195,1,2,14,2.0714285714285716,465849.28571428574,1,2012,12,10,0.0
18097,1354,33,0,12,2,54212,2,3,9,2.0,1298494.4444444445,1,2015,10,9,0.0
24070,1826,31,1,26,0,145483,3,3,13,1.6923076923076923,376852.3076923077,1,2016,7,1,0.0
7427,568,32,1,7,0,55600,1,3,24,3.4583333333333335,1736153.75,2,2015,5,21,0.0
72191,1367,36,0,7,0,43873,2,2,1,1.0,0.0,1,2015,7,14,1.0
29606,2225,37,0,0,0,28216,1,1,23,2.260869565217391,359907.82608695654,2,2014,10,11,0.0
43115,2131,29,1,26,0,43986,1,1,1,1.0,0.0,1,2015,6,29,1.0
70884,1500,25,0,16,0,28068,1,1,1,1.0,0.0,1,2016,4,7,1.0
15788,1191,35,1,26,2,118722,1,4,24,2.125,1473435.4166666667,2,2014,6,23,0.0
32082,2413,44,0,25,2,109652,1,3,23,2.3043478260869565,536634.7826086957,1,2012,11,12,0.0
63856,2111,32,0,15,2,22730,1,1,1,1.0,0.0,1,2015,8,16,1.0
49110,2514,35,0,8,0,49836,1,1,1,1.0,0.0,1,2015,12,15,1.0
62366,498,32,1,25,1,34091,2,2,1,1.0,0.0,1,2015,2,8,1.0
73207,2284,34,1,9,1,41797,1,1,1,1.0,0.0,1,2015,9,7,1.0
657,56,35,0,10,2,80223,1,1,24,2.875,488477.9166666667,4,2015,7,20,0.0
59634,1485,38,0,5,1,43788,2,2,1,1.0,0.0,1,2015,7,10,1.0
42047,1773,40,0,25,1,51507,1,1,1,1.0,0.0,1,2015,5,26,1.0
64117,2187,33,0,21,0,60511,1,3,1,1.0,0.0,1,2012,9,27,1.0
24690,1862,44,0,17,1,55815,2,2,5,1.0,160142.0,1,2016,1,14,0.0
43049,2314,37,0,9,0,46708,1,1,1,1.0,0.0,1,2015,10,19,1.0
20100,1520,32,1,24,2,64559,1,2,12,2.25,486646.6666666667,1,2010,10,30,0.0
55641,2165,33,0,12,1,80875,2,2,1,1.0,0.0,1,2016,4,6,1.0
70414,976,30,1,17,1,56796,2,2,1,1.0,0.0,1,2016,5,12,1.0
32799,2473,40,0,25,0,30967,1,1,19,1.9473684210526316,327492.1052631579,2,2016,6,13,0.0
72264,1459,28,0,7,1,11823,1,1,1,1.0,0.0,1,2015,6,13,1.0
1795,117,46,0,0,0,144978,1,5,24,2.5,1673030.0,2,2013,1,28,0.0
15305,1165,38,0,7,0,89431,1,2,24,3.375,1218862.9166666667,4,2015,10,1,0.0
32521,2453,38,0,3,0,92031,3,3,14,1.8571428571428572,577713.5714285715,2,2016,11,12,0.0
69624,217,29,1,3,1,34115,1,1,1,1.0,0.0,1,2015,8,15,1.0
67796,1270,32,1,10,1,55949,2,2,1,1.0,0.0,1,2016,4,6,1.0
32520,2453,38,0,3,0,92031,3,3,14,1.8571428571428572,577713.5714285715,2,2016,11,12,0.0
41949,1058,38,0,23,1,15461,1,1,1,1.0,0.0,1,2015,9,25,1.0
55116,1132,43,0,4,2,59911,2,2,1,1.0,0.0,1,2015,10,12,1.0
52301,2249,37,1,28,1,28853,1,1,1,1.0,0.0,1,2015,10,18,1.0
35149,2596,33,1,12,2,69003,3,3,15,2.4,671594.6666666666,2,2016,9,28,0.0
70982,1381,30,0,8,1,11093,1,1,1,1.0,0.0,1,2015,8,23,1.0
47835,1496,32,0,9,0,34246,1,1,1,1.0,0.0,1,2015,5,9,1.0
60639,1844,33,0,23,1,16246,1,1,1,1.0,0.0,1,2015,7,23,1.0
36965,2727,31,0,23,2,36085,2,3,24,2.25,618840.4166666666,2,2011,10,17,0.0
25489,1918,31,0,13,1,73070,1,3,24,3.2916666666666665,1073208.75,4,2014,8,14,0.0
20930,1597,38,0,8,0,54600,2,2,9,2.0,279177.77777777775,2,2012,5,31,0.0
23626,1783,44,1,5,1,54718,1,3,24,3.75,1432275.8333333333,4,2015,7,31,0.0
17922,1335,32,1,9,2,157124,2,3,24,2.5,977959.5833333334,3,2012,8,13,0.0
70224,2054,38,0,16,1,60225,1,1,1,1.0,0.0,1,2015,9,28,1.0
3611,296,31,0,12,0,65094,1,2,24,3.0,1245893.75,4,2015,6,10,0.0
66621,1641,30,0,17,1,61129,1,4,1,1.0,0.0,1,2010,9,24,1.0
64952,2446,33,0,8,1,79641,2,2,1,1.0,0.0,1,2017,3,3,1.0
19636,1484,46,1,11,1,101198,2,4,24,2.75,1963536.6666666667,3,2011,9,14,0.0
65043,204,35,0,10,1,49578,1,1,1,1.0,0.0,1,2015,5,28,1.0
15281,1165,37,0,7,0,89431,1,2,24,3.375,1218862.9166666667,4,2015,10,1,0.0
34422,2560,30,1,14,2,47301,1,2,12,1.5,317111.6666666667,1,2014,11,29,0.0
30407,2283,35,1,10,1,59764,1,2,24,3.25,969362.5,4,2014,11,10,0.0
31466,2381,47,1,10,0,77114,1,2,24,3.25,1191513.3333333333,2,2014,12,25,0.0
56357,1420,31,0,9,0,44154,1,1,1,1.0,0.0,1,2015,8,19,1.0
51419,2101,32,0,14,0,44066,1,1,1,1.0,0.0,1,2015,9,17,1.0
25147,1888,26,0,12,1,41255,2,2,11,2.0,366410.0,1,2017,2,4,0.0
58867,2196,24,0,24,1,27813,1,1,1,1.0,0.0,1,2016,5,7,1.0
39661,2165,31,0,11,1,77938,2,2,1,1.0,0.0,1,2016,5,15,1.0
43394,935,34,0,13,1,22977,1,1,1,1.0,0.0,1,2015,7,21,1.0
66187,1983,31,0,11,1,51147,1,1,1,1.0,0.0,1,2015,7,30,1.0
53792,781,37,1,8,2,35507,1,1,1,1.0,0.0,1,2015,3,22,1.0
32736,2471,27,1,16,1,55344,2,2,3,1.0,0.0,1,2017,4,6,0.0
70748,391,24,0,1,1,33955,1,1,1,1.0,0.0,1,2015,10,11,1.0
13224,1031,45,1,26,0,62213,2,2,24,3.0,1030992.5,2,2011,11,7,0.0
59587,1979,31,0,11,2,51182,2,2,1,1.0,0.0,1,2015,7,30,1.0
29964,2255,38,1,17,1,133489,3,4,24,2.625,1516587.0833333333,3,2010,11,6,0.0
53627,936,34,0,13,1,22977,1,1,1,1.0,0.0,1,2015,7,21,1.0
24581,1858,27,0,20,2,48860,1,1,18,3.1666666666666665,1489892.2222222222,2,2016,6,29,0.0
44481,1393,38,0,5,1,43732,2,2,1,1.0,0.0,1,2015,6,11,1.0
44499,1345,29,0,8,1,11240,1,1,1,1.0,0.0,1,2015,8,19,1.0
54221,1258,28,0,15,0,56547,2,2,1,1.0,0.0,1,2016,4,11,1.0
29612,2225,37,0,0,0,28216,1,1,23,2.260869565217391,359907.82608695654,2,2014,10,11,0.0
42230,1298,41,0,7,2,60572,1,1,1,1.0,0.0,1,2015,10,26,1.0
63231,1742,34,1,1,1,29382,1,1,1,1.0,0.0,1,2015,6,18,1.0
10735,821,29,0,3,2,113120,1,3,8,1.375,429498.75,1,2012,8,16,0.0
25461,1918,31,0,13,1,66428,1,2,24,3.2916666666666665,1073208.75,4,2014,8,14,0.0
2336,173,37,1,20,1,56174,1,3,24,2.75,827762.0833333334,3,2011,6,13,0.0
54990,202,46,1,13,1,34829,1,1,1,1.0,0.0,1,2015,1,26,1.0
23646,1783,45,1,5,1,54718,1,3,24,3.75,1432275.8333333333,4,2015,7,31,0.0
33324,2501,31,0,26,1,30212,1,1,8,1.375,156286.25,2,2016,8,4,0.0
65090,1960,37,0,4,0,42366,1,1,1,1.0,0.0,1,2015,7,8,1.0
28927,2193,36,1,21,2,84266,3,3,13,2.6153846153846154,1027969.2307692308,2,2016,12,12,0.0
54248,1301,32,0,8,0,16460,1,1,1,1.0,0.0,1,2015,8,16,1.0
13545,1043,33,1,3,0,93121,2,3,24,2.375,760343.3333333334,2,2012,5,14,0.0
31972,2407,37,0,27,2,67450,1,1,24,3.875,1277853.75,4,2015,10,20,0.0
69890,1202,30,0,10,2,36421,1,1,1,1.0,-29297.16359359378,1,2015,6,18,1.0
69354,2404,37,0,23,1,47612,1,1,1,1.0,0.0,1,2016,6,16,1.0
58017,1070,29,0,16,0,77845,2,2,1,1.0,0.0,1,2015,10,10,1.0
6575,512,43,0,27,0,40777,1,1,3,1.0,0.0,1,2016,5,23,0.0
10418,790,30,1,3,0,40253,2,2,17,1.5294117647058822,324850.5882352941,1,2015,11,11,0.0
30384,2276,32,1,21,2,54915,3,3,6,2.0,405510.0,2,2017,7,13,0.0
8112,605,35,1,1,0,95352,1,3,24,2.75,985432.5,2,2012,10,15,0.0
37631,2766,37,0,13,0,53793,2,3,24,2.875,1048504.5833333334,1,2010,11,5,0.0
3660,303,42,1,20,0,78645,1,2,5,1.0,0.0,1,2012,10,15,0.0
28987,2196,35,1,17,0,116383,2,4,24,2.125,1177143.75,1,2010,10,6,0.0
44808,486,32,1,3,0,45204,1,1,1,1.0,0.0,1,2015,8,6,1.0
65717,1386,27,0,12,1,44534,1,1,1,1.0,0.0,1,2015,7,13,1.0
14725,1115,31,1,7,2,64444,2,2,3,1.0,0.0,1,2017,9,28,0.0
55104,2253,33,0,21,1,71651,2,2,1,1.0,0.0,1,2015,10,30,1.0
37302,2740,47,1,14,2,35598,1,2,24,3.125,868477.5,4,2012,7,19,0.0
16552,1238,29,1,3,1,106983,2,4,24,2.875,2381627.0833333335,4,2012,11,26,0.0
73297,2073,35,0,4,0,44127,1,1,1,1.0,0.0,1,2015,11,7,1.0
64119,2632,27,0,19,0,66165,1,1,1,1.0,0.0,1,2015,10,26,1.0
65478,582,36,1,22,0,67606,1,1,1,1.0,0.0,1,2015,9,19,1.0
17401,1289,37,1,0,2,39644,1,1,20,2.3,384327.5,2,2015,5,30,0.0
56188,2257,24,1,21,1,26484,1,1,1,1.0,0.0,1,2016,10,11,1.0
10620,818,32,0,14,2,26850,2,2,7,1.0,117162.85714285714,1,2016,8,8,0.0
24972,1875,45,0,11,2,74090,1,3,24,2.75,1129154.5833333333,4,2013,1,21,0.0
50330,1009,35,1,26,0,45235,1,1,1,1.0,0.0,1,2015,11,8,1.0
59184,1546,33,1,6,1,110942,2,2,1,1.0,0.0,1,2015,8,29,1.0
37854,2421,33,0,8,1,79854,2,2,1,1.0,0.0,1,2017,3,4,1.0
63478,1822,31,1,10,1,56114,2,2,1,1.0,0.0,1,2016,7,13,1.0
23204,1753,40,1,4,1,47598,1,1,24,2.875,600049.1666666666,3,2012,7,19,0.0
41009,1007,29,0,18,0,62073,1,3,1,1.0,0.0,1,2013,10,16,1.0
8063,604,46,0,18,0,65856,1,2,24,3.125,786370.4166666666,4,2013,5,27,0.0
28003,2134,38,1,21,1,116006,2,5,24,2.875,2487352.0833333335,1,2010,10,30,0.0
23362,1769,33,1,11,2,45609,1,1,8,1.0,78327.5,1,2015,7,8,0.0
35666,2630,37,1,18,2,56808,1,2,20,2.5,593426.0,1,2012,7,23,0.0
38223,1428,29,0,19,0,61648,1,4,1,1.0,0.0,1,2011,9,22,1.0
62411,2524,30,1,23,0,26608,1,1,1,1.0,0.0,1,2015,9,6,1.0
29306,2210,38,1,18,0,112513,1,4,21,3.2857142857142856,3159657.1428571427,4,2016,3,30,0.0
32931,2485,39,1,4,2,51616,1,1,17,1.7058823529411764,174077.64705882352,1,2015,6,2,0.0
72497,1401,31,0,9,0,44155,2,2,1,1.0,0.0,1,2015,9,18,1.0
16052,1212,27,1,28,1,47419,1,2,10,2.5,741477.0,1,2015,5,16,0.0
61028,2288,34,0,6,1,40651,1,1,1,1.0,0.0,1,2015,10,22,1.0
28648,2179,30,0,14,0,59105,1,2,24,3.0,751504.1666666666,3,2013,4,25,0.0
21557,1644,47,0,28,0,105513,2,4,24,2.125,1201781.6666666667,1,2011,4,28,0.0
36994,2727,32,0,23,2,36085,2,3,24,2.25,618840.4166666666,2,2011,10,17,0.0
25475,1918,31,0,13,1,66428,1,2,24,3.2916666666666665,1073208.75,4,2014,8,14,0.0
5843,448,35,1,1,0,65389,2,4,24,2.125,1263282.5,3,2011,4,4,0.0
47112,2257,36,0,8,1,22791,1,1,1,1.0,0.0,1,2015,9,16,1.0
10071,766,31,0,27,0,28308,1,1,17,2.5294117647058822,505811.76470588235,3,2016,7,29,0.0
48118,1523,30,1,13,1,56261,2,2,1,1.0,0.0,1,2016,4,8,1.0
55800,1971,35,0,7,2,22851,1,1,1,1.0,0.0,1,2015,9,11,1.0
67068,1856,39,0,6,0,41829,1,1,1,1.0,0.0,1,2015,5,7,1.0
29169,2200,34,1,6,0,69756,1,3,24,3.0,1210018.75,3,2013,6,21,0.0
12314,945,40,0,22,2,83025,2,3,24,3.0,1080990.8333333333,2,2012,5,29,0.0
44291,1725,41,1,16,1,101514,2,3,1,1.0,0.0,1,2014,7,17,1.0
36769,2716,32,0,21,0,38744,1,1,15,1.9333333333333333,277925.3333333333,2,2016,6,16,0.0
41167,2257,31,1,5,1,51274,1,1,1,1.0,0.0,1,2015,9,6,1.0
55045,2335,41,0,22,0,15184,1,1,1,1.0,0.0,1,2015,5,22,1.0
8801,677,48,0,21,0,71072,2,3,5,1.0,311098.0,1,2012,5,21,0.0
40022,468,35,1,13,0,34583,1,1,1,1.0,0.0,1,2015,7,13,1.0
21769,1657,39,1,1,1,100892,1,4,24,2.0,891839.1666666666,2,2012,9,6,0.0
48637,1423,29,0,17,2,68838,1,1,1,1.0,0.0,1,2015,9,11,1.0
45065,2224,33,0,13,2,22728,1,1,1,1.0,0.0,1,2015,9,16,1.0
10084,767,39,0,11,1,85693,1,3,11,1.2727272727272727,352744.54545454547,1,2014,5,23,0.0
4650,375,35,1,19,1,109992,3,3,9,2.0,391803.3333333333,2,2017,4,7,0.0
32668,2464,30,1,6,2,52371,1,1,8,2.5,470381.25,3,2017,5,22,0.0
7988,595,30,1,18,1,55828,2,2,6,1.5,172456.66666666666,2,2017,7,4,0.0
19206,1449,26,0,1,1,36529,1,1,2,1.0,0.0,1,2016,11,16,0.0
52357,2493,28,0,23,0,17383,1,1,1,1.0,0.0,1,2015,6,6,1.0
49065,2186,29,1,9,2,51602,2,2,1,1.0,0.0,1,2016,9,12,1.0
18657,1405,32,1,3,0,119870,3,3,18,2.0,431036.1111111111,4,2016,7,7,0.0
44899,2364,32,0,4,1,51043,1,1,1,1.0,0.0,1,2015,10,7,1.0
65712,2391,29,0,24,0,27396,1,1,1,1.0,0.0,1,2015,6,5,1.0
21675,1655,32,0,2,0,43252,1,2,24,2.625,684645.0,3,2012,8,6,0.0
48388,2263,23,0,24,1,26932,1,1,1,1.0,0.0,1,2016,11,3,1.0
19235,1452,31,1,16,2,61218,1,1,12,2.75,495260.8333333333,3,2017,1,14,0.0
5198,407,41,0,4,0,58207,1,2,24,3.0,678783.3333333334,3,2013,5,17,0.0
31950,2407,36,0,27,2,67450,1,1,24,3.875,1277853.75,4,2015,10,20,0.0
16067,1213,47,1,26,2,54491,1,1,24,3.0,647383.3333333334,3,2015,9,7,0.0
37002,2728,26,0,10,2,28318,1,1,10,2.6,530204.0,3,2017,3,11,0.0
17636,1316,34,0,20,0,68885,2,2,24,3.625,1576414.5833333333,3,2015,10,23,0.0
73348,1959,37,1,8,1,40456,1,1,1,1.0,0.0,1,2015,7,23,1.0
21020,1606,42,0,3,0,99127,1,3,24,2.75,950000.8333333334,3,2011,8,22,0.0
38914,632,38,1,10,0,34977,1,1,1,1.0,0.0,1,2015,10,24,1.0
3565,295,29,0,27,1,35983,2,2,6,1.0,37615.0,1,2016,1,5,0.0
69509,926,35,0,5,0,34769,1,1,1,1.0,0.0,1,2015,8,15,1.0
31778,2399,27,0,15,2,67326,1,1,24,2.75,489266.25,3,2015,7,3,0.0
11862,908,46,1,23,0,33883,1,2,22,2.1363636363636362,476970.0,2,2015,10,21,0.0
43549,871,31,1,22,0,20177,1,1,1,1.0,0.0,1,2015,7,13,1.0
41757,1030,34,0,20,2,36965,1,1,1,1.0,-74589.91274578756,1,2015,8,17,1.0
42198,1189,30,0,18,0,64755,2,2,1,1.0,0.0,1,2015,2,13,1.0
14361,1093,36,1,0,0,77831,1,3,24,2.25,769705.4166666666,2,2012,7,23,0.0
